Code Snippet,Syntax Error,Optimization Suggestion,Time Complexity,Cyclomatic Complexity
"const pathSum = (root, sum) => { const dfs = (node, currentSum) => { if (!node) return 0; currentSum += node.val; if (!node.left && !node.right) return currentSum === sum ? 1 : 0; return dfs(node.left, currentSum) + dfs(node.right, currentSum); }; return dfs(root, 0); };",No,No,O(n),3
"const levelOrder = (root) => { const result = []; const traverse = (node, depth) => { if (!node) return; if (!result[depth]) result[depth] = []; result[depth].push(node.val); traverse(node.left, depth + 1); traverse(node.right, depth + 1); }; traverse(root, 0); return result; };",No,No,O(n),3
"const isSameTree = (p, q) => { if (!p && !q) return true; if (!p || !q) return false; return p.val === q.val && isSameTree(p.left, q.left) && isSameTree(p.right, q.right); };",No,No,O(n),3
"const invertTree = (root) => { if (!root) return null; const left = invertTree(root.left); const right = invertTree(root.right); root.left = right; root.right = left; return root; };",No,No,O(n),3
"const maxDepth = (root) => { if (!root) return 0; return Math.max(maxDepth(root.left), maxDepth(root.right)) + 1; };",No,No,O(n),3
"const mergeTwoLists = (l1, l2) => { const dummy = new ListNode(0); let current = dummy; while (l1 && l2) { if (l1.val < l2.val) { current.next = l1; l1 = l1.next; } else { current.next = l2; l2 = l2.next; } current = current.next; } current.next = l1 || l2; return dummy.next; };",No,No,O(n+m),3
"const removeNthFromEnd = (head, n) => { const dummy = new ListNode(0, head); let first = dummy, second = dummy; for (let i = 0; i <= n; i++) first = first.next; while (first) { first = first.next; second = second.next; } second.next = second.next.next; return dummy.next; };",No,No,O(n),3
"const reverseKGroup = (head, k) => { let count = 0, current = head; while (current && count !== k) { current = current.next; count++; } if (count === k) { current = reverseKGroup(current, k); while (count--) { const temp = head.next; head.next = current; current = head; head = temp; } head = current; } return head; };",No,No,O(n),3
"const swapPairs = (head) => { if (!head || !head.next) return head; const newHead = head.next; head.next = swapPairs(newHead.next); newHead.next = head; return newHead; };",No,No,O(n),3
"const hasCycle = (head) => { let slow = head, fast = head; while (fast && fast.next) { slow = slow.next; fast = fast.next.next; if (slow === fast) return true; } return false; };",No,No,O(n),3
"const flatten = (root) => { if (!root) return; flatten(root.left); flatten(root.right); root.right = lastVisited; root.left = null; lastVisited = root; }; let lastVisited = null; flatten(root);",No,No,O(n),3
"const isSymmetric = (root) => { const check = (left, right) => { if (!left && !right) return true; if (!left || !right) return false; return left.val === right.val && check(left.left, right.right) && check(left.right, right.left); }; return check(root, root); };",No,No,O(n),3
"const findMode = (root) => { const count = {}, maxCount = [0], result = []; const traverse = (node) => { if (!node) return; count[node.val] = (count[node.val] || 0) + 1; if (count[node.val] > maxCount[0]) { maxCount[0] = count[node.val]; result.length = 0; result.push(node.val); } else if (count[node.val] === maxCount[0]) result.push(node.val); traverse(node.left); traverse(node.right); }; traverse(root); return result; };",No,No,O(n),3
"const kthLargest = (root, k) => { const stack = []; let current = root; while (true) { while (current) { stack.push(current); current = current.right; } current = stack.pop(); if (--k === 0) return current.val; current = current.left; } };",No,No,O(n),3
"const maxPathSum = (root) => { let maxSum = -Infinity; const dfs = (node) => { if (!node) return 0; const left = Math.max(dfs(node.left), 0); const right = Math.max(dfs(node.right), 0); maxSum = Math.max(maxSum, left + right + node.val); return Math.max(left, right) + node.val; }; dfs(root); return maxSum; };",No,No,O(n),3
"const countNodes = (root) => { if (!root) return 0; return 1 + countNodes(root.left) + countNodes(root.right); };",No,No,O(n),3
"const connect = (root) => { if (!root) return; const queue = [root]; while (queue.length) { const size = queue.length; for (let i = 0; i < size; i++) { const node = queue.shift(); if (i < size - 1) node.next = queue[0]; if (node.left) queue.push(node.left); if (node.right) queue.push(node.right); } } };",No,No,O(n),3
"const serialize = (root) => { const result = []; const traverse = (node) => { if (!node) { result.push(null); return; } result.push(node.val); traverse(node.left); traverse(node.right); }; traverse(root); return result; };",No,No,O(n),3
"const deserialize = (data) => { const buildTree = (nodes) => { if (nodes[0] === null) { nodes.shift(); return null; } const node = new TreeNode(nodes.shift()); node.left = buildTree(nodes); node.right = buildTree(nodes); return node; }; return buildTree(data); };",No,No,O(n),3
"const minDepth = (root) => { if (!root) return 0; if (!root.left && !root.right) return 1; if (!root.left) return minDepth(root.right) + 1; if (!root.right) return minDepth(root.left) + 1; return Math.min(minDepth(root.left), minDepth(root.right)) + 1; };",No,No,O(n),3
"const pathSum = (root, sum) => { const dfs = (node, currentSum) => { if (!node) return 0; currentSum += node.val; if (!node.left && !node.right) return currentSum === sum ? 1 : 0; return dfs(node.left, currentSum) + dfs(node.right, currentSum); }; return dfs(root, 0); };",No,No,O(n),3
"const isBalanced = (root) => { const check = (node) => { if (!node) return 0; const left = check(node.left); const right = check(node.right); return left === -1 || right === -1 || Math.abs(left - right) > 1 ? -1 : Math.max(left, right) + 1; }; return check(root) !== -1; };",No,No,O(n),3
"const averageOfLevels = (root) => { const result = []; const queue = [root]; while (queue.length) { const size = queue.length; let sum = 0; for (let i = 0; i < size; i++) { const node = queue.shift(); sum += node.val; if (node.left) queue.push(node.left); if (node.right) queue.push(node.right); } result.push(sum / size); } return result; };",No,No,O(n),3
"const convertBST = (root) => { let sum = 0; const traverse = (node) => { if (!node) return; traverse(node.right); sum += node.val; node.val = sum; traverse(node.left); }; traverse(root); return root; };",No,No,O(n),3
"const sumOfLeftLeaves = (root) => { if (!root) return 0; if (root.left && !root.left.left && !root.left.right) return root.left.val + sumOfLeftLeaves(root.right); return sumOfLeftLeaves(root.left) + sumOfLeftLeaves(root.right); };",No,No,O(n),3
"const countUnivalSubtrees = (root) => { let count = 0; const check = (node) => { if (!node) return true; const left = check(node.left); const right = check(node.right); if (left && right) count++; return node.val === (node.left ? node.left.val : null) && node.val === (node.right ? node.right.val : null); }; check(root); return count; };",No,No,O(n),3
"const diameterOfBinaryTree = (root) => { let maxDiameter = 0; const dfs = (node) => { if (!node) return 0; const left = dfs(node.left); const right = dfs(node.right); maxDiameter = Math.max(maxDiameter, left + right); return Math.max(left, right) + 1; }; dfs(root); return maxDiameter; };",No,No,O(n),3
"const binaryTreePaths = (root) => { const paths = []; const dfs = (node, path) => { if (!node) return; path.push(node.val); if (!node.left && !node.right) paths.push(path.join('->')); dfs(node.left, path); dfs(node.right, path); path.pop(); }; dfs(root, []); return paths; };",No,No,O(n),3
"const findBottomLeftValue = (root) => { const queue = [root]; let bottomLeftValue; while (queue.length) { const size = queue.length; for (let i = 0; i < size; i++) { const node = queue.shift(); if (i === 0) bottomLeftValue = node.val; if (node.left) queue.push(node.left); if (node.right) queue.push(node.right); } } return bottomLeftValue; };",No,No,O(n),3
"const rightSideView = (root) => { const result = []; const traverse = (node, depth) => { if (!node) return; if (depth === result.length) result.push(node.val); traverse(node.right, depth + 1); traverse(node.left, depth + 1); }; traverse(root, 0); return result; };",No,No,O(n),3
"const binaryTreeTilt = (root) => { let tilt = 0; const dfs = (node) => { if (!node) return 0; const left = dfs(node.left); const right = dfs(node.right); tilt += Math.abs(left - right); return left + right + node.val; }; dfs(root); return tilt; };",No,No,O(n),3
"const minCameraCover = (root) => { let cameras = 0; const dfs = (node) => { if (!node) return 1; const left = dfs(node.left); const right = dfs(node.right); if (left === 0 || right === 0) { cameras++; return -1; } return left === -1 || right === -1 ? 1 : 0; }; return dfs(root) < 0 ? cameras + 1 : cameras; };",No,No,O(n),3
"const longestUnivaluePath = (root) => { let maxLength = 0; const dfs = (node) => { if (!node) return 0; const left = dfs(node.left); const right = dfs(node.right); let leftLength = node.left && node.left.val === node.val ? left + 1 : 0; let rightLength = node.right && node.right.val === node.val ? right + 1 : 0; maxLength = Math.max(maxLength, leftLength + rightLength); return Math.max(leftLength, rightLength); }; dfs(root); return maxLength; };",No,No,O(n),3
"const canPartition = (nums) => { const sum = nums.reduce((a, b) => a + b, 0); if (sum % 2 !== 0) return false; const target = sum / 2; const dp = new Array(target + 1).fill(false); dp[0] = true; for (const num of nums) { for (let j = target; j >= num; j--) { dp[j] = dp[j] || dp[j - num]; } } return dp[target]; };",No,No,O(n * target),3
"const lengthOfLIS = (nums) => { const dp = []; for (const num of nums) { let left = 0, right = dp.length; while (left < right) { const mid = Math.floor((left + right) / 2); if (dp[mid] < num) left = mid + 1; else right = mid; } dp[left] = num; } return dp.length; };",No,No,O(n log n),3
"const jump = (nums) => { let jumps = 0, currentEnd = 0, farthest = 0; for (let i = 0; i < nums.length - 1; i++) { farthest = Math.max(farthest, i + nums[i]); if (i === currentEnd) { jumps++; currentEnd = farthest; } } return jumps; };",No,No,O(n),3
"const partitionLabels = (s) => { const lastOccurrence = {}; for (let i = 0; i < s.length; i++) lastOccurrence[s[i]] = i; const result = []; let anchor = 0, maxIndex = 0; for (let i = 0; i < s.length; i++) { maxIndex = Math.max(maxIndex, lastOccurrence[s[i]]); if (i === maxIndex) { result.push(i - anchor + 1); anchor = i + 1; } } return result; };",No,No,O(n),3
"const subarraySum = (nums, k) => { const count = new Map(); count.set(0, 1); let sum = 0, result = 0; for (const num of nums) { sum += num; result += count.get(sum - k) || 0; count.set(sum, (count.get(sum) || 0) + 1); } return result; };",No,No,O(n),3
"const findMaxAverage = (nums, k) => { let sum = 0; for (let i = 0; i < k; i++) sum += nums[i]; let maxSum = sum; for (let i = k; i < nums.length; i++) { sum += nums[i] - nums[i - k]; maxSum = Math.max(maxSum, sum); } return maxSum / k; };",No,No,O(n),3
"const longestSubstring = (s, k) => { let left = 0, right = 0, maxLength = 0; const count = {}; while (right < s.length) { count[s[right]] = (count[s[right]] || 0) + 1; while (Object.keys(count).length > k) { count[s[left]]--; if (count[s[left]] === 0) delete count[s[left]]; left++; } maxLength = Math.max(maxLength, right - left + 1); right++; } return maxLength; };",No,No,O(n),3
"const threeSum = (nums) => { nums.sort((a, b) => a - b); const result = []; for (let i = 0; i < nums.length; i++) { if (i > 0 && nums[i] === nums[i - 1]) continue; let left = i + 1, right = nums.length - 1; while (left < right) { const sum = nums[i] + nums[left] + nums[right]; if (sum === 0) { result.push([nums[i], nums[left], nums[right]]); while (nums[left] === nums[left + 1]) left++; while (nums[right] === nums[right - 1]) right--; left++; right--; } else if (sum < 0) left++; else right--; } } return result; };",No,No,O(n^2),3
"const validAnagram = (s, t) => { if (s.length !== t.length) return false; const count = {}; for (const char of s) count[char] = (count[char] || 0) + 1; for (const char of t) { if (!count[char]) return false; count[char]--; if (count[char] < 0) return false; } return true; };",No,No,O(n),3
"const searchRange = (nums, target) => { const findIndex = (isLeft) => { let left = 0, right = nums.length - 1, index = -1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) { index = mid; isLeft ? right = mid - 1 : left = mid + 1; } else if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return index; }; return [findIndex(true), findIndex(false)]; };",No,No,O(log n),3
"const maxProfit = (prices) => { let maxProfit = 0; for (let i = 1; i < prices.length; i++) { if (prices[i] > prices[i - 1]) maxProfit += prices[i] - prices[i - 1]; } return maxProfit; };",No,No,O(n),3
"const isPalindrome = (s) => { const cleaned = s.replace(/[^a-z0-9]/gi, '').toLowerCase(); return cleaned === cleaned.split('').reverse().join(''); };",No,No,O(n),3
"const generateParenthesis = (n) => { const result = []; const backtrack = (left, right, current) => { if (left === n && right === n) { result.push(current); return; } if (left < n) backtrack(left + 1, right, current + '('); if (right < left) backtrack(left, right + 1, current + ')'); }; backtrack(0, 0, ''); return result; };",No,No,O(2^n),3
"const simplifyPath = (path) => { const stack = []; for (const part of path.split('/')) { if (part === '' || part === '.') continue; if (part === '..') stack.pop(); else stack.push(part); } return '/' + stack.join('/'); };",No,No,O(n),3
"const mergeIntervals = (intervals) => { if (intervals.length === 0) return []; intervals.sort((a, b) => a[0] - b[0]); const merged = [intervals[0]]; for (let i = 1; i < intervals.length; i++) { const current = intervals[i]; const lastMerged = merged[merged.length - 1]; if (current[0] <= lastMerged[1]) lastMerged[1] = Math.max(lastMerged[1], current[1]); else merged.push(current); } return merged; };",No,No,O(n log n),3
"const twoSum = (nums, target) => { const map = new Map(); for (let i = 0; i < nums.length; i++) { const complement = target - nums[i]; if (map.has(complement)) return [map.get(complement), i]; map.set(nums[i], i); } return []; };",No,No,O(n),3
"const lengthOfLastWord = (s) => { const words = s.trim().split(' '); return words.length === 0 ? 0 : words[words.length - 1].length; };",No,No,O(n),3
"const firstUniqChar = (s) => { const count = {}; for (const char of s) count[char] = (count[char] || 0) + 1; for (let i = 0; i < s.length; i++) { if (count[s[i]] === 1) return i; } return -1; };",No,No,O(n),3
"const maxArea = (height) => { let left = 0, right = height.length - 1, maxArea = 0; while (left < right) { const area = Math.min(height[left], height[right]) * (right - left); maxArea = Math.max(maxArea, area); if (height[left] < height[right]) left++; else right--; } return maxArea; };",No,No,O(n),3
"const trap = (height) => { const n = height.length; if (n === 0) return 0; const leftMax = new Array(n).fill(0); const rightMax = new Array(n).fill(0); leftMax[0] = height[0]; rightMax[n - 1] = height[n - 1]; for (let i = 1; i < n; i++) leftMax[i] = Math.max(leftMax[i - 1], height[i]); for (let i = n - 2; i >= 0; i--) rightMax[i] = Math.max(rightMax[i + 1], height[i]); let waterTrapped = 0; for (let i = 0; i < n; i++) waterTrapped += Math.min(leftMax[i], rightMax[i]) - height[i]; return waterTrapped; };",No,No,O(n),3
"const groupAnagrams = (strs) => { const map = {}; for (const str of strs) { const key = str.split('').sort().join(''); if (!map[key]) map[key] = []; map[key].push(str); } return Object.values(map); };",No,No,O(n k log k),3
"const longestCommonPrefix = (strs) => { if (strs.length === 0) return ''; let prefix = strs[0]; for (let i = 1; i < strs.length; i++) { while (strs[i].indexOf(prefix) !== 0) { prefix = prefix.slice(0, -1); if (prefix === '') return ''; } } return prefix; };",No,No,O(n*m),3
"const isValid = (s) => { const stack = []; const map = { '(': ')', '{': '}', '[': ']' }; for (const char of s) { if (map[char]) stack.push(map[char]); else if (stack.length === 0 || stack.pop() !== char) return false; } return stack.length === 0; };",No,No,O(n),3
"const countBits = (n) => { const result = []; for (let i = 0; i <= n; i++) result.push(i.toString(2).split(' ').join('').length); return result; };",No,No,O(n),3
"const lengthOfLIS = (nums) => { const dp = []; for (const num of nums) { const index = dp.findIndex((n) => n >= num); if (index === -1) dp.push(num); else dp[index] = num; } return dp.length; };",No,No,O(n log n),3
"const findDuplicate = (nums) => { const seen = new Set(); for (const num of nums) { if (seen.has(num)) return num; seen.add(num); } return -1; };",No,No,O(n),3
"const longestIncreasingSubsequence = (nums) => { const dp = Array(nums.length).fill(1); for (let i = 1; i < nums.length; i++) { for (let j = 0; j < i; j++) { if (nums[i] > nums[j]) dp[i] = Math.max(dp[i], dp[j] + 1); } } return Math.max(...dp); };",No,No,O(n^2),3
"const productExceptSelf = (nums) => { const length = nums.length; const output = Array(length).fill(1); let leftProduct = 1; for (let i = 0; i < length; i++) { output[i] = leftProduct; leftProduct *= nums[i]; } let rightProduct = 1; for (let i = length - 1; i >= 0; i--) { output[i] *= rightProduct; rightProduct *= nums[i]; } return output; };",No,No,O(n),3
"const searchInsert = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) return mid; if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; };",No,No,O(log n),3
"const maxSubArray = (nums) => { let maxSum = nums[0], currentSum = nums[0]; for (let i = 1; i < nums.length; i++) { currentSum = Math.max(nums[i], currentSum + nums[i]); maxSum = Math.max(maxSum, currentSum); } return maxSum; };",No,No,O(n),3
"const findKthLargest = (nums, k) => { nums.sort((a, b) => b - a); return nums[k - 1]; };",No,No,O(n log n),3
"const combine = (n, k) => { const result = []; const backtrack = (start, current) => { if (current.length === k) { result.push([...current]); return; } for (let i = start; i <= n; i++) { current.push(i); backtrack(i + 1, current); current.pop(); } }; backtrack(1, []); return result; };",No,No,O(C(n, k)),3
"const minimumPathSum = (grid) => { const m = grid.length, n = grid[0].length; for (let i = 1; i < m; i++) grid[i][0] += grid[i - 1][0]; for (let j = 1; j < n; j++) grid[0][j] += grid[0][j - 1]; for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { grid[i][j] += Math.min(grid[i - 1][j], grid[i][j - 1]); } } return grid[m - 1][n - 1]; };",No,No,O(m*n),3
"const largestRectangleArea = (heights) => { const stack = [], n = heights.length; let maxArea = 0; for (let i = 0; i <= n; i++) { const h = i === n ? 0 : heights[i]; while (stack.length && heights[stack[stack.length - 1]] > h) { const height = heights[stack.pop()]; const width = stack.length === 0 ? i : i - stack[stack.length - 1] - 1; maxArea = Math.max(maxArea, height * width); } stack.push(i); } return maxArea; };",No,No,O(n),3
"const climbStairs = (n) => { if (n <= 2) return n; let first = 1, second = 2; for (let i = 3; i <= n; i++) { [first, second] = [second, first + second]; } return second; };",No,No,O(n),3
"const rotate = (nums, k) => { k %= nums.length; const reverse = (arr, start, end) => { while (start < end) { [arr[start], arr[end]] = [arr[end], arr[start]]; start++; end--; } }; reverse(nums, 0, nums.length - 1); reverse(nums, 0, k - 1); reverse(nums, k, nums.length - 1); };",No,No,O(n),3
"const numIslands = (grid) => { if (grid.length === 0) return 0; let count = 0; const dfs = (i, j) => { if (i < 0 || i >= grid.length || j < 0 || j >= grid[0].length || grid[i][j] === '0') return; grid[i][j] = '0'; dfs(i - 1, j); dfs(i + 1, j); dfs(i, j - 1); dfs(i, j + 1); }; for (let i = 0; i < grid.length; i++) { for (let j = 0; j < grid[0].length; j++) { if (grid[i][j] === '1') { count++; dfs(i, j); } } } return count; };",No,No,O(m*n),3
"const canJump = (nums) => { let maxReach = 0; for (let i = 0; i < nums.length; i++) { if (i > maxReach) return false; maxReach = Math.max(maxReach, i + nums[i]); } return true; };",No,No,O(n),3
"const generate = (numRows) => { const result = []; for (let i = 0; i < numRows; i++) { const row = Array(i + 1).fill(1); for (let j = 1; j < i; j++) row[j] = result[i - 1][j - 1] + result[i - 1][j]; result.push(row); } return result; };",No,No,O(numRows^2),3
"const letterCombinations = (digits) => { const map = { '2': 'abc', '3': 'def', '4': 'ghi', '5': 'jkl', '6': 'mno', '7': 'pqrs', '8': 'tuv', '9': 'wxyz' }; const result = []; const backtrack = (index, current) => { if (current.length === digits.length) { result.push(current.join('')); return; } const letters = map[digits[index]]; for (const letter of letters) { current.push(letter); backtrack(index + 1, current); current.pop(); } }; backtrack(0, []); return result; };",No,No,O(3^n),3
"const findMin = (nums) => { let left = 0, right = nums.length - 1; while (left < right) { const mid = Math.floor((left + right) / 2); if (nums[mid] > nums[right]) left = mid + 1; else right = mid; } return nums[left]; };",No,No,O(log n),3
"const uniquePaths = (m, n) => { const dp = Array.from({ length: m }, () => Array(n).fill(1)); for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { dp[i][j] = dp[i - 1][j] + dp[i][j - 1]; } } return dp[m - 1][n - 1]; };",No,No,O(m*n),3
"const maximumSubArray = (nums) => { let maxSum = nums[0], currentSum = nums[0]; for (let i = 1; i < nums.length; i++) { currentSum = Math.max(nums[i], currentSum + nums[i]); maxSum = Math.max(maxSum, currentSum); } return maxSum; };",No,No,O(n),3
"const mergeTwoLists = (l1, l2) => { const dummy = new ListNode(0); let current = dummy; while (l1 !== null && l2 !== null) { if (l1.val < l2.val) { current.next = l1; l1 = l1.next; } else { current.next = l2; l2 = l2.next; } current = current.next; } current.next = l1 !== null ? l1 : l2; return dummy.next; };",No,No,O(n),3
"const spiralOrder = (matrix) => { if (matrix.length === 0) return []; const result = []; let left = 0, right = matrix[0].length - 1, top = 0, bottom = matrix.length - 1; while (left <= right && top <= bottom) { for (let i = left; i <= right; i++) result.push(matrix[top][i]); top++; for (let i = top; i <= bottom; i++) result.push(matrix[i][right]); right--; if (top <= bottom) { for (let i = right; i >= left; i--) result.push(matrix[bottom][i]); bottom--; } if (left <= right) { for (let i = bottom; i >= top; i--) result.push(matrix[i][left]); left++; } } return result; };",No,No,O(m*n),3
"const rob = (nums) => { if (nums.length === 1) return nums[0]; let prev1 = 0, prev2 = 0; for (let num of nums) { const temp = Math.max(prev1 + num, prev2); prev1 = prev2; prev2 = temp; } return prev2; };",No,No,O(n),3
"const searchMatrix = (matrix, target) => { if (!matrix.length) return false; let row = matrix.length, col = matrix[0].length, left = 0, right = row * col - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); const midVal = matrix[Math.floor(mid / col)][mid % col]; if (midVal === target) return true; if (midVal < target) left = mid + 1; else right = mid - 1; } return false; };",No,No,O(log(m*n)),3
"const groupAnagrams = (strs) => { const map = {}; for (const str of strs) { const key = str.split('').sort().join(''); if (!map[key]) map[key] = []; map[key].push(str); } return Object.values(map); };",No,No,O(n*k log k),3
"const fourSum = (nums, target) => { nums.sort((a, b) => a - b); const result = []; for (let i = 0; i < nums.length - 3; i++) { if (i > 0 && nums[i] === nums[i - 1]) continue; for (let j = i + 1; j < nums.length - 2; j++) { if (j > i + 1 && nums[j] === nums[j - 1]) continue; let left = j + 1, right = nums.length - 1; while (left < right) { const sum = nums[i] + nums[j] + nums[left] + nums[right]; if (sum === target) { result.push([nums[i], nums[j], nums[left], nums[right]]); while (left < right && nums[left] === nums[left + 1]) left++; while (left < right && nums[right] === nums[right - 1]) right--; left++; right--; } else if (sum < target) left++; else right--; } } } return result; };",No,No,O(n^3),3
"const generateParenthesis = (n) => { const result = []; const backtrack = (current = '', open = 0, close = 0) => { if (current.length === 2 * n) { result.push(current); return; } if (open < n) backtrack(current + '(', open + 1, close); if (close < open) backtrack(current + ')', open, close + 1); }; backtrack(); return result; };",No,No,O(4^n/sqrt(n)),3
"const search = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) return mid; if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return -1; };",No,No,O(log n),3
"const lengthOfLongestSubstring = (s) => { const map = new Map(); let left = 0, maxLength = 0; for (let right = 0; right < s.length; right++) { if (map.has(s[right])) left = Math.max(map.get(s[right]) + 1, left); map.set(s[right], right); maxLength = Math.max(maxLength, right - left + 1); } return maxLength; };",No,No,O(n),3
"const reverseKGroup = (head, k) => { let count = 0, current = head; while (count < k && current) { current = current.next; count++; } if (count === k) { current = head; let prev = null; for (let i = 0; i < k; i++) { const temp = head.next; head.next = prev; prev = head; head = temp; } current.next = reverseKGroup(current, k); return prev; } return head; };",No,No,O(n),3
"const isPalindrome = (head) => { let slow = head, fast = head; while (fast && fast.next) { slow = slow.next; fast = fast.next.next; } let prev = null; while (prev !== slow) { const temp = slow.next; slow.next = prev; prev = slow; slow = temp; } return prev; };",No,No,O(n),3
"const longestPalindrome = (s) => { let start = 0, end = 0; const expandFromCenter = (left, right) => { while (left >= 0 && right < s.length && s[left] === s[right]) { left--; right++; } return right - left - 1; }; for (let i = 0; i < s.length; i++) { const len1 = expandFromCenter(i, i); const len2 = expandFromCenter(i, i + 1); const maxLen = Math.max(len1, len2); if (maxLen > end - start) { start = i - Math.floor((maxLen - 1) / 2); end = i + Math.floor(maxLen / 2); } } return s.slice(start, end + 1); };",No,No,O(n^2),3
"const minWindow = (s, t) => { const map = {}; for (const char of t) map[char] = (map[char] || 0) + 1; let left = 0, right = 0, minLen = Infinity, start = 0, count = t.length; while (right < s.length) { if (map[s[right]] > 0) count--; map[s[right]]--; right++; while (count === 0) { if (right - left < minLen) { minLen = right - left; start = left; } map[s[left]]++; if (map[s[left]] > 0) count++; left++; } } return minLen === Infinity ? "" : s.slice(start, start + minLen); };",No,No,O(n),3
"const sortColors = (nums) => { let p0 = 0, p2 = nums.length - 1; for (let i = 0; i <= p2; i++) { while (nums[i] === 2 && i < p2) [nums[i], nums[p2--]] = [nums[p2], nums[i]]; while (nums[i] === 0 && i > p0) [nums[i], nums[p0++]] = [nums[p0], nums[i]]; } return nums; };",No,No,O(n),3
"const removeNthFromEnd = (head, n) => { const dummy = new ListNode(0, head); let first = dummy, second = dummy; for (let i = 0; i < n + 1; i++) first = first.next; while (first) { first = first.next; second = second.next; } second.next = second.next.next; return dummy.next; };",No,No,O(n),3
"const merge = (intervals) => { intervals.sort((a, b) => a[0] - b[0]); const merged = []; for (const interval of intervals) { if (!merged.length || merged[merged.length - 1][1] < interval[0]) merged.push(interval); else merged[merged.length - 1][1] = Math.max(merged[merged.length - 1][1], interval[1]); } return merged; };",No,No,O(n log n),3
"const countAndSay = (n) => { if (n === 1) return '1'; let previous = countAndSay(n - 1); let result = '', count = 1; for (let i = 1; i < previous.length; i++) { if (previous[i] === previous[i - 1]) count++; else { result += count + previous[i - 1]; count = 1; } } result += count + previous[previous.length - 1]; return result; };",No,No,O(n),3
"const combinationSum = (candidates, target) => { const result = []; const backtrack = (start = 0, combination = [], sum = 0) => { if (sum === target) result.push([...combination]); if (sum >= target) return; for (let i = start; i < candidates.length; i++) { combination.push(candidates[i]); backtrack(i, combination, sum + candidates[i]); combination.pop(); } }; backtrack(); return result; };",No,No,O(2^n),3
"const uniquePaths = (m, n) => { const dp = Array.from({ length: m }, () => Array(n).fill(1)); for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { dp[i][j] = dp[i - 1][j] + dp[i][j - 1]; } } return dp[m - 1][n - 1]; };",No,No,O(m*n),3
"const numIslands = (grid) => { if (grid.length === 0) return 0; const directions = [[1, 0], [-1, 0], [0, 1], [0, -1]]; let count = 0; const dfs = (i, j) => { if (i < 0 || i >= grid.length || j < 0 || j >= grid[0].length || grid[i][j] === '0') return; grid[i][j] = '0'; for (const [x, y] of directions) dfs(i + x, j + y); }; for (let i = 0; i < grid.length; i++) { for (let j = 0; j < grid[0].length; j++) { if (grid[i][j] === '1') { count++; dfs(i, j); } } } return count; };",No,No,O(m*n),3
"const validateBinarySearchTree = (root) => { const helper = (node, lower = -Infinity, upper = Infinity) => { if (!node) return true; if (node.val <= lower || node.val >= upper) return false; return helper(node.left, lower, node.val) && helper(node.right, node.val, upper); }; return helper(root); };",No,No,O(n),3
"const lowestCommonAncestor = (root, p, q) => { if (!root || root === p || root === q) return root; const left = lowestCommonAncestor(root.left, p, q); const right = lowestCommonAncestor(root.right, p, q); return left && right ? root : left || right; };",No,No,O(n),3
"const binaryTreePaths = (root) => { const result = []; const backtrack = (node, path) => { if (!node) return; path += node.val; if (!node.left && !node.right) result.push(path); else { path += '->'; backtrack(node.left, path); backtrack(node.right, path); } }; backtrack(root, ''); return result; };",No,No,O(n),3
"const findMode = (root) => { const map = new Map(); const inorder = (node) => { if (!node) return; inorder(node.left); map.set(node.val, (map.get(node.val) || 0) + 1); inorder(node.right); }; inorder(root); const maxCount = Math.max(...map.values()); return [...map].filter(([key, count]) => count === maxCount).map(([key]) => key); };",No,No,O(n),3
"const cloneGraph = (node) => { if (!node) return null; const map = new Map(); const dfs = (n) => { if (map.has(n)) return map.get(n); const clone = new Node(n.val); map.set(n, clone); clone.neighbors = n.neighbors.map(dfs); return clone; }; return dfs(node); };",No,No,O(n),3
"const isSubtree = (root, subRoot) => { if (!root) return !subRoot; if (!subRoot) return false; return isSameTree(root, subRoot) || isSubtree(root.left, subRoot) || isSubtree(root.right, subRoot); };",No,No,O(n),3
"const kthSmallest = (root, k) => { const inorder = (node) => { return node ? [...inorder(node.left), node.val, ...inorder(node.right)] : []; }; return inorder(root)[k - 1]; };",No,No,O(n),3
"const diameterOfBinaryTree = (root) => { let maxDiameter = 0; const height = (node) => { if (!node) return 0; const leftHeight = height(node.left); const rightHeight = height(node.right); maxDiameter = Math.max(maxDiameter, leftHeight + rightHeight); return Math.max(leftHeight, rightHeight) + 1; }; height(root); return maxDiameter; };",No,No,O(n),3
"const sumNumbers = (root) => { const dfs = (node, currentNumber) => { if (!node) return 0; currentNumber = currentNumber * 10 + node.val; if (!node.left && !node.right) return currentNumber; return dfs(node.left, currentNumber) + dfs(node.right, currentNumber); }; return dfs(root, 0); };",No,No,O(n),3
